id,codigo,nombre,nombre_g,reg_sanitario,concentracion,desc_concentracion,presentacion,desc_presentacion,f_farmaceutica,nacionalidad,categoria,proveedor_id,users_id,cajon,estado,created_at,updated_at,proveedor,Actions,user,DT_RowAttr/style
2054,000,BENZOSAR 100ML. FRASCO,BENZOATO DE BENCILO FRASCO 100 ML.,NN-52075/2021,1 ml,1,frasco X 1 jarabe,X 1,jarabe,Bolivia,Fraccionados A menor a 500,5,14,CAJA X 1,activo,2024-04-19 12:57:15,2025-04-28 16:09:41,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2054)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2054""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
786,E-2-3,VITAMINA C GOTAS FCO X 30 ML,VITAMINA C GOTAS FCO X 30 ML,NN-55601/2020,30 ml,30,frasco X 1 gotas,X 1,gotas,Bolivia,Fraccionados A menor a 500,5,48,,activo,2019-11-27 13:22:00,2025-07-09 12:44:13,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(786)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""786""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1042,E-1-1,ACEITE HIGADO DE BACALAO 150ML,ACEITE HIGADO DE BACALAO 150ML,NN-52605/2019,X1 ml,X1,caja X1 frasco,X1,frasco,Bolivia,Fraccionados A menor a 500,5,14,,activo,2020-07-17 15:28:00,2024-06-14 11:49:31,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1042)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1042""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1557,E-1-7,IBUPROFENO 100 MG/5 ML SUSPENSION 60 ML,IBUPROFENO 100 MG/5 ML SUSPENSION,NN-65648/2025,60 ml,60,caja X1 frasco,X1,frasco,Bolivia,Fraccionados A menor a 500,5,48,CAJA X 216,activo,2022-08-01 16:15:00,2025-07-09 12:40:30,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1557)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1557""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
294,E-1-2,LAXAGAR ACEITE MINERAL 100 ML/ 40%,ACEITE MINERAL 100 ML 40 %,NN-52916/2019,100 ml,100,frasco X 1 solucion,X 1,solucion,Bolivia,Fraccionados A menor a 500,5,14,,activo,-0001-11-30 00:00:00,2024-06-14 11:51:13,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(294)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""294""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
295,F-3-2,BACITRACINA + NEOMICINA TUBO 10 G,BACITRACINA + NEOMICINA TUBO 10 G 500UI+5MG,NN-56453/2015,10 gr,10,caja x1 crema,x1,crema,Bolivia,Fraccionados A menor a 500,5,14,,activo,-0001-11-30 00:00:00,2025-06-24 12:52:57,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(295)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""295""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
296,E-1-5,EMULSION ACEITE DE HIGADO DE BACALAO SABOR NARANJA SABOR NARANJA FCO. 200 ML,EMULSION MINERVA SABOR NARANJA FCO. 200 ML,NN-52101/2019,200 ml,200,caja x1 jarabe,x1,jarabe,Bolivia,Fraccionados A menor a 500,5,14,,activo,-0001-11-30 00:00:00,2024-05-17 09:40:40,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(296)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""296""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
297,E-2-1,ACETAMIN 100 MG/ML GOTAS 15 ML,PARACETAMOL 100 MG/ML (ACETAMIN) 15 ML GOTAS,NN-52952/2019,100 mg,100,caja x1 gotas,x1,gotas,Bolivia,Fraccionados A menor a 500,5,14,,activo,-0001-11-30 00:00:00,2024-06-10 11:24:19,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(297)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""297""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
298,E-2-4,MINER ZINC JARABE,ZULFATO DE ZINC JARABE,NN-56226/2020,20 mg,20,caja x1 jarabe,x1,jarabe,Bolivia,Fraccionados A menor a 500,5,48,,activo,-0001-11-30 00:00:00,2025-07-09 12:44:48,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(298)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""298""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
299,E-2-2,EUCUTIN X 20 GR,UNGUENTO DERMICO EUCALIPTOL 20 G (EUCUTIN),NN-53428/2025,20 gr,20,caja X 24 pomada,X 24,pomada,Bolivia,Fraccionados A menor a 500,5,14,CAJA X  672,activo,-0001-11-30 00:00:00,2025-08-01 11:10:03,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(299)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""299""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
300,E-1-3,TOSFIN FORTE JARABE,CODEINA FOSFATO (TOSFIN) 10 MG/5 ML X 100 ML,NN-53085/2019,10 mg,10,caja x1 jarabe,x1,jarabe,Bolivia,Fraccionados A menor a 500,5,14,,activo,-0001-11-30 00:00:00,2024-12-17 18:29:51,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(300)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""300""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2356,PT2004,DICLOFENACO GEL TUBO 20G.,DICLOFENACO GEL TUBO 20G.,NN-56645/2020,20 g,20,tubo X 1 gel,X 1,gel,Bolivia,Fraccionados A menor a 500,5,14,CAJA X 1,activo,2025-05-29 10:36:59,2025-06-09 18:08:26,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2356)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2356""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2363,---,CLORFENIRAMINA 2MG/5ML JARABE 100 ML,CLORFENIRAMINA 2MG/5ML JARABE 100 ML,NN-62634/2022,2/5 gr,2/5,caja 1 jarabe,1,jarabe,Bolivia,Fraccionados A menor a 500,5,48,CAJON X,activo,2025-06-24 16:21:33,2025-07-09 12:38:49,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2363)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2363""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1630,7-p-v,NISTATINA 100.000 (CREMA 10G),NISTATINA 100.000 (CREMA 10G),NN-75034/2020,10 ml,10,tubo 1 crema,1,crema,Bolivia,,5,48,CAJA X 468,activo,2022-11-03 19:51:00,2025-07-09 12:41:16,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1630)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1630""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1657,---,NEOMICINA+BACITRACINA 20 G UNGÛENTO,NEOMICINA+BACITRACINA 20 G UNGÛENTO,NN56453/2020,20 gr,20,caja X1 pomada,X1,pomada,Bolivia,,5,14,0,activo,2022-12-07 21:13:00,2024-05-02 09:50:59,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1657)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1657""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2210,S/C,HIDROCORTISONA 10G. CREMA,HIDROCORTISONA 10G. CREMA,---,1 g,1,tubo X 1 crema,X 1,crema,Bolivia,Fraccionados A menor a 500,5,14,CAJA X 480,activo,2024-11-04 10:34:21,2025-07-31 10:12:50,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2210)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2210""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1975,NNN,NISTATINA SUSPENCION 60 ML FCO,NISTATINA SUSPENCION 60 ML FCO,NN-8589/2025,60 gr,60,caja 60 suspension,60,suspension,Bolivia,Fraccionados A menor a 500,5,48,SUSPENCION,activo,2023-12-11 19:05:19,2025-07-09 12:41:47,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1975)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1975""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1735,S/C,paracetamol jarabe 60ml frasco,paracetamol jarabe 60ml frasco (ACETAMIN),II-39412/2021,60 ml,60,frasco X1 jarabe,X1,jarabe,Alemania,Fraccionados A menor a 500,5,14,,activo,2023-04-20 23:27:28,2024-07-04 12:18:18,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1735)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1735""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1513,E-1-4,DEXTROMETORFANO JARABE 100ML,DEXTROMETORFANO JARABE 100ML,NN-67223/2018,100 ml,100,caja X1 jarabe,X1,jarabe,Bolivia,Fraccionados A menor a 500,5,12,,activo,2022-06-09 20:10:00,2023-06-02 20:35:27,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1513)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1513""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
1514,E-1-6,HUIRA HUIRA 150 ML JARABE,HUIRA HUIRA 150 ML JARABE,NN-52100/2019,150 ml,150,caja X1 jarabe,X1,jarabe,Bolivia,Fraccionados A menor a 500,5,14,,activo,2022-06-09 20:15:00,2024-05-21 09:14:39,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1514)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1514""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2035,XXX,MINERZINC JARABE FCO. X 120 ML.,ZINC JARABE FCO. X 120 ML.,NN-56226/2020,1 ml,1,caja X 1 jarabe,X 1,jarabe,Bolivia,Fraccionados A menor a 500,5,14,CAJA X 1,activo,2024-03-20 15:37:47,2025-01-17 11:11:04,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2035)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2035""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2041,D-1-4,ACETAMIN SUSP.,PARACETAMOL JARABE FCO. X 100ML.,NN-53484/2019,1 gr,1,frasco X 1 jarabe,X 1,jarabe,Bolivia,Fraccionados A menor a 500,5,9,CAJA X 1,activo,2024-03-26 17:57:37,2025-01-29 12:11:50,MINERVA ,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2041)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2041""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BERTHA SANCHEZ IPORRE,background-color:#343a40;color:white; text-transform:uppercase
301,F-4-1,BUPIVACAINA 0.5 % PESADA INYECTABLE,BUPIROP 0.5% PESADA APK/4 ML INYECTABLE,II-37267/2014,"0,5 %","0,5",caja x20 inyectable,x20,inyectable,Colombia,Fraccionados A menor a 500,6,28,,eliminado,-0001-11-30 00:00:00,2022-12-29 14:41:00,CORMESA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(301)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""301""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
302,F-4-7,REUMATREX 2.5 MG X 100 COMPRIMIDOS,METOTREXATO 2.5 MG COMPRIMIDOS,II-38433/2014,"2,5 mg","2,5",caja x100 comprimido,x100,comprimido,Peru,Fraccionados A menor a 500,6,28,,eliminado,-0001-11-30 00:00:00,2022-12-29 12:45:00,CORMESA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(302)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""302""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
882,S/DEG,SONDA RECTAL N°36 ,SONDA RECTAL N°36 ,DI-32968,pieza gr,pieza,caja X sobre,X,sobre,Colombia,Fraccionados A menor a 500,6,12,,eliminado,2020-02-14 14:08:00,2023-02-02 18:31:00,CORMESA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(882)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""882""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
1026,-14,CLARITROMICINA 250 MG/ML  SUSPENSION,CLARITROMICINA 250 MG/ML  SUSPENSION,II-2914112020,250/1 mg/ml,250/1,frasco X1 suspension,X1,suspension,Bolivia,Fraccionados A menor a 500,7,14,,activo,2020-06-19 13:21:00,2025-07-03 17:22:13,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1026)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1026""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1283,D-4-9,BETAMETASONA 0.05 % CREMA 15G,BETAMETASONA 0.05 % CREMA 15G,II-19811/20,0.05% gr,0.05%,caja 1 crema,1,crema,Chile,Fraccionados A menor a 500,7,14,,activo,2021-04-21 17:42:00,2025-07-02 18:32:01,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1283)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1283""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2322,---,MONTELUKAST 10MG COMPRIMIDO,MONTELUKAST 10MG COMPRIMIDO,II-88087/2023,10 mg,10,caja 10 comprimido,10,comprimido,Bolivia,Fraccionados A menor a 500,7,14,CAJON X,activo,2025-04-14 09:35:30,2025-04-14 09:35:30,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2322)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2322""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1813,S/C,OCAM 1% MELOXICAM 40 G GEL TOPICO,OCAM 1% MELOXICAM 40 G GEL TOPICO,II-79971/2021,40 gr,40,caja X 1 gel,X 1,gel,Colombia,Fraccionados A menor a 500,7,12,,activo,2023-07-12 15:05:49,2023-07-12 15:05:49,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1813)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1813""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
1814,S/C,PROLARDII ZINC 10 MG C/10 SOBRES 1.3 G,PROLARDII ZINC 10 MG C/10 SOBRES 1.3 G,II-71038/2019,10 gr,10,caja X 10 sobre,X 10,sobre,Colombia,Fraccionados A menor a 500,7,12,CAJA X,activo,2023-07-12 15:07:48,2023-07-12 15:07:48,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1814)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1814""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
1815,S/C,CLARITROMICINA 250 MG/5 ML SUSPENSION 50ML,CLARITROMICINA 250 MG/5 ML SUSPENSION 50ML,II-29141/2020,250/5 mg/ml,250/5,caja X 1 solucion,X 1,solucion,Colombia,Fraccionados A menor a 500,7,14,CAJA X 50,activo,2023-07-12 15:10:39,2025-07-03 12:22:37,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1815)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1815""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
303,E-4-5,AMITRIPTILINA 25 MG COMPRIMIDO,AMITRIPTILINA 25 MG COMPRIMIDO,II-47703/2017,25 mg,25,caja x30 comprimido,x30,comprimido,Colombia,Fraccionados A menor a 500,7,14,,activo,-0001-11-30 00:00:00,2024-03-26 14:36:12,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(303)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""303""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
304,E-4-6,GEMFIBROZILO 600 MG COMPRIMIDOS,GEMFIBROZILO 600 MG COMPRIMIDOS,II-39267/2015,600 mg,600,caja x20 comprimido,x20,comprimido,Colombia,Fraccionados A menor a 500,7,28,,activo,-0001-11-30 00:00:00,2022-12-28 13:04:00,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(304)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""304""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
305,E-4-7,LAGRIMAS ARTIFICIALES 15 ML SOL. OFT.,LAGRIMAS ARTIFICIALES 15 ML SOL. OFT.,II-41960/2016,15 ml,15,caja x1 frasco,x1,frasco,Colombia,Fraccionados A menor a 500,7,14,,activo,-0001-11-30 00:00:00,2025-01-28 09:49:33,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(305)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""305""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
306,E-4-8,NITAZOXANIDA 500 MG COMPRIMIDOS,NITAZOXANIDA 500 MG COMPRIMIDOS,II-40888/2016,500 mg,500,caja x100 comprimido,x100,comprimido,Colombia,Fraccionados A menor a 500,7,14,,activo,-0001-11-30 00:00:00,2025-01-28 09:47:53,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(306)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""306""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
307,E-4-9,PANTOPRAZOL 40 MG COMPRIMIDOS,PANTOPRAZOL 40 MG COMPRIMIDOS,II-61304/2017,40 mg,40,caja X100 comprimido,X100,comprimido,Colombia,Fraccionados A menor a 500,7,28,,activo,-0001-11-30 00:00:00,2022-12-28 13:04:00,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(307)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""307""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
308,E-4-10,TIMOLOL 05% SOL. OFTALMICA,TIMOLOL 05% SOL. OFTALMICA,II-32370/2016,5 %,5,caja X1 comprimido,X1,comprimido,Colombia,Fraccionados A menor a 500,7,7,0,activo,-0001-11-30 00:00:00,2020-07-17 13:54:00,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(308)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""308""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
2124,S/DES,DICLOXACILINA 500 MG CAPSULAS,DICLOXACILINA 500 MG CAPSULAS,II-49612/2018,500 mg,500,caja 50 capsulas,50,capsulas,Colombia,Fraccionados A menor a 500,7,14,CAJAO X,activo,2024-07-16 10:48:26,2025-07-08 14:34:24,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2124)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2124""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
2125,S/DES,AMOXICILINA 1 GR. COMPRIMIDOS,AMOXICILINA 1 GR. COMPRIMIDOS,II-72620/20220,1 gr,1,caja 20 comprimido,20,comprimido,Colombia,Fraccionados A menor a 500,7,14,CAJON X,activo,2024-07-16 10:53:25,2024-07-16 10:53:25,RAICES,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(2125)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""2125""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
